Warehouse,Shipment,Calls,Category_Calls,Rating,Satisfactions,Cost,Purchase,Category_Purchase,Importance,Gender,Discount,Category_Discount,Weight,Category_Weight,Late
F,Ship,2,2 - 4 (Rendah),2,neutral or dissatisfied,201,3,Seldom,high,M,2,0 - 3 (Low),4865,> 4149 (Large),1
D,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,227,3,Seldom,medium,M,10,> 7 (High),5782,> 4149 (Large),1
F,Ship,3,2 - 4 (Rendah),5,satisfied,171,2,Seldom,medium,M,1,0 - 3 (Low),4783,> 4149 (Large),1
A,Ship,3,2 - 4 (Rendah),5,satisfied,192,2,Seldom,low,F,7,4 - 7 (Medium),5069,> 4149 (Large),1
B,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,226,3,Seldom,high,M,2,0 - 3 (Low),4831,> 4149 (Large),1
C,Ship,3,2 - 4 (Rendah),4,satisfied,252,2,Seldom,medium,F,6,4 - 7 (Medium),4040,1333 - 4149 (Medium),1
F,Ship,4,2 - 4 (Rendah),5,satisfied,177,3,Seldom,medium,F,7,4 - 7 (Medium),4243,> 4149 (Large),1
D,Ship,3,2 - 4 (Rendah),5,satisfied,211,3,Seldom,medium,M,5,4 - 7 (Medium),4058,1333 - 4149 (Medium),1
F,Ship,6,> 4 (Tinggi),3,neutral or dissatisfied,170,4,Often,low,M,1,0 - 3 (Low),4912,> 4149 (Large),0
A,Ship,2,2 - 4 (Rendah),3,neutral or dissatisfied,118,4,Often,medium,M,7,4 - 7 (Medium),5510,> 4149 (Large),0
B,Ship,4,2 - 4 (Rendah),4,satisfied,146,3,Seldom,low,M,3,0 - 3 (Low),5225,> 4149 (Large),1
C,Ship,3,2 - 4 (Rendah),5,satisfied,150,3,Seldom,high,M,6,4 - 7 (Medium),4565,> 4149 (Large),0
F,Ship,5,> 4 (Tinggi),5,satisfied,243,3,Seldom,medium,M,3,0 - 3 (Low),5700,> 4149 (Large),1
D,Ship,4,2 - 4 (Rendah),4,satisfied,135,3,Seldom,medium,M,6,4 - 7 (Medium),4335,> 4149 (Large),1
F,Ship,4,2 - 4 (Rendah),5,satisfied,209,3,Seldom,low,F,6,4 - 7 (Medium),5899,> 4149 (Large),1
A,Ship,4,2 - 4 (Rendah),5,satisfied,217,3,Seldom,medium,M,2,0 - 3 (Low),5461,> 4149 (Large),1
B,Ship,2,2 - 4 (Rendah),2,neutral or dissatisfied,287,4,Often,medium,M,10,> 7 (High),5972,> 4149 (Large),0
C,Ship,2,2 - 4 (Rendah),3,neutral or dissatisfied,239,6,Often,medium,M,4,4 - 7 (Medium),4022,1333 - 4149 (Medium),0
F,Ship,5,> 4 (Tinggi),2,neutral or dissatisfied,189,2,Seldom,medium,M,2,0 - 3 (Low),4636,> 4149 (Large),1
D,Ship,4,2 - 4 (Rendah),2,neutral or dissatisfied,139,3,Seldom,medium,M,10,> 7 (High),4648,> 4149 (Large),0
F,Ship,4,2 - 4 (Rendah),2,neutral or dissatisfied,255,3,Seldom,low,F,8,> 7 (High),5865,> 4149 (Large),0
A,Ship,5,> 4 (Tinggi),1,neutral or dissatisfied,132,4,Often,medium,F,4,4 - 7 (Medium),5461,> 4149 (Large),0
B,Ship,4,2 - 4 (Rendah),1,neutral or dissatisfied,136,3,Seldom,medium,F,4,4 - 7 (Medium),5060,> 4149 (Large),1
C,Ship,5,> 4 (Tinggi),3,neutral or dissatisfied,143,3,Seldom,low,M,6,4 - 7 (Medium),4761,> 4149 (Large),1
F,Ship,3,2 - 4 (Rendah),4,satisfied,201,2,Seldom,low,F,8,> 7 (High),4394,> 4149 (Large),0
D,Ship,6,> 4 (Tinggi),5,satisfied,278,5,Often,medium,F,2,0 - 3 (Low),4361,> 4149 (Large),1
F,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,213,3,Seldom,medium,M,4,4 - 7 (Medium),4367,> 4149 (Large),0
A,Ship,2,2 - 4 (Rendah),1,neutral or dissatisfied,202,2,Seldom,medium,F,5,4 - 7 (Medium),4456,> 4149 (Large),0
B,Ship,4,2 - 4 (Rendah),5,satisfied,240,2,Seldom,medium,M,6,4 - 7 (Medium),5045,> 4149 (Large),1
C,Ship,5,> 4 (Tinggi),4,satisfied,223,3,Seldom,low,M,7,4 - 7 (Medium),4671,> 4149 (Large),1
F,Ship,4,2 - 4 (Rendah),4,satisfied,193,3,Seldom,low,M,2,0 - 3 (Low),5975,> 4149 (Large),1
D,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,224,3,Seldom,low,M,8,> 7 (High),4908,> 4149 (Large),0
F,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,202,3,Seldom,medium,F,7,4 - 7 (Medium),5818,> 4149 (Large),0
A,Ship,4,2 - 4 (Rendah),5,satisfied,236,4,Often,medium,M,1,0 - 3 (Low),4082,1333 - 4149 (Medium),0
B,Ship,3,2 - 4 (Rendah),3,neutral or dissatisfied,216,4,Often,low,F,9,> 7 (High),5107,> 4149 (Large),1
C,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,229,3,Seldom,medium,M,7,4 - 7 (Medium),5324,> 4149 (Large),1
F,Ship,4,2 - 4 (Rendah),5,satisfied,275,3,Seldom,medium,M,1,0 - 3 (Low),5394,> 4149 (Large),1
D,Ship,3,2 - 4 (Rendah),3,neutral or dissatisfied,250,2,Seldom,medium,F,8,> 7 (High),5067,> 4149 (Large),0
F,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,196,3,Seldom,low,M,10,> 7 (High),4433,> 4149 (Large),1
A,Ship,2,2 - 4 (Rendah),2,neutral or dissatisfied,220,3,Seldom,low,M,1,0 - 3 (Low),5289,> 4149 (Large),0
B,Ship,4,2 - 4 (Rendah),4,satisfied,152,3,Seldom,low,M,8,> 7 (High),4430,> 4149 (Large),0
C,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,186,2,Seldom,low,M,7,4 - 7 (Medium),5522,> 4149 (Large),0
F,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,189,3,Seldom,low,F,3,0 - 3 (Low),5866,> 4149 (Large),1
D,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,222,3,Seldom,low,M,1,0 - 3 (Low),5362,> 4149 (Large),1
F,Ship,4,2 - 4 (Rendah),1,neutral or dissatisfied,139,3,Seldom,low,F,7,4 - 7 (Medium),5317,> 4149 (Large),0
A,Ship,5,> 4 (Tinggi),1,neutral or dissatisfied,169,4,Often,low,M,6,4 - 7 (Medium),4253,> 4149 (Large),1
B,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,137,3,Seldom,medium,M,9,> 7 (High),5016,> 4149 (Large),0
C,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,212,6,Often,low,M,5,4 - 7 (Medium),5339,> 4149 (Large),0
F,Ship,3,2 - 4 (Rendah),5,satisfied,230,4,Often,low,F,5,4 - 7 (Medium),4450,> 4149 (Large),1
D,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,262,2,Seldom,low,M,7,4 - 7 (Medium),5141,> 4149 (Large),1
F,Ship,4,2 - 4 (Rendah),4,satisfied,166,2,Seldom,low,M,8,> 7 (High),5192,> 4149 (Large),0
A,Ship,6,> 4 (Tinggi),2,neutral or dissatisfied,99,3,Seldom,low,M,8,> 7 (High),5872,> 4149 (Large),0
B,Ship,4,2 - 4 (Rendah),2,neutral or dissatisfied,263,3,Seldom,low,F,7,4 - 7 (Medium),5395,> 4149 (Large),1
C,Ship,5,> 4 (Tinggi),4,satisfied,223,3,Seldom,low,M,8,> 7 (High),4310,> 4149 (Large),1
F,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,220,2,Seldom,low,F,7,4 - 7 (Medium),5653,> 4149 (Large),0
D,Ship,3,2 - 4 (Rendah),3,neutral or dissatisfied,242,3,Seldom,medium,F,8,> 7 (High),5915,> 4149 (Large),1
F,Ship,3,2 - 4 (Rendah),4,satisfied,163,3,Seldom,high,F,6,4 - 7 (Medium),5912,> 4149 (Large),0
A,Ship,3,2 - 4 (Rendah),4,satisfied,273,2,Seldom,medium,M,2,0 - 3 (Low),4219,> 4149 (Large),1
B,Ship,5,> 4 (Tinggi),5,satisfied,261,5,Often,medium,M,9,> 7 (High),5385,> 4149 (Large),0
C,Ship,5,> 4 (Tinggi),1,neutral or dissatisfied,179,2,Seldom,low,M,8,> 7 (High),5198,> 4149 (Large),1
F,Ship,5,> 4 (Tinggi),2,neutral or dissatisfied,182,3,Seldom,low,F,10,> 7 (High),4128,1333 - 4149 (Medium),1
D,Ship,3,2 - 4 (Rendah),4,satisfied,202,2,Seldom,medium,F,6,4 - 7 (Medium),5030,> 4149 (Large),0
F,Ship,5,> 4 (Tinggi),2,neutral or dissatisfied,154,4,Often,low,F,8,> 7 (High),4820,> 4149 (Large),0
A,Ship,4,2 - 4 (Rendah),4,satisfied,224,2,Seldom,low,F,8,> 7 (High),5754,> 4149 (Large),1
B,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,139,3,Seldom,medium,M,4,4 - 7 (Medium),5531,> 4149 (Large),0
C,Ship,3,2 - 4 (Rendah),5,satisfied,256,2,Seldom,medium,F,6,4 - 7 (Medium),5375,> 4149 (Large),0
F,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,251,4,Often,high,F,7,4 - 7 (Medium),4038,1333 - 4149 (Medium),0
D,Ship,4,2 - 4 (Rendah),5,satisfied,254,3,Seldom,medium,F,10,> 7 (High),4148,1333 - 4149 (Medium),0
F,Ship,5,> 4 (Tinggi),1,neutral or dissatisfied,181,3,Seldom,low,F,6,4 - 7 (Medium),5423,> 4149 (Large),0
A,Ship,4,2 - 4 (Rendah),4,satisfied,254,3,Seldom,low,M,7,4 - 7 (Medium),5637,> 4149 (Large),0
B,Ship,3,2 - 4 (Rendah),3,neutral or dissatisfied,239,3,Seldom,medium,M,7,4 - 7 (Medium),4942,> 4149 (Large),0
C,Ship,3,2 - 4 (Rendah),3,neutral or dissatisfied,167,2,Seldom,low,M,6,4 - 7 (Medium),5101,> 4149 (Large),0
F,Ship,4,2 - 4 (Rendah),2,neutral or dissatisfied,192,2,Seldom,low,M,9,> 7 (High),4140,1333 - 4149 (Medium),0
D,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,163,2,Seldom,low,F,5,4 - 7 (Medium),5021,> 4149 (Large),0
F,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,213,2,Seldom,low,M,6,4 - 7 (Medium),4747,> 4149 (Large),0
A,Ship,3,2 - 4 (Rendah),3,neutral or dissatisfied,230,3,Seldom,low,M,4,4 - 7 (Medium),4018,1333 - 4149 (Medium),1
B,Ship,3,2 - 4 (Rendah),3,neutral or dissatisfied,264,3,Seldom,low,M,3,0 - 3 (Low),4970,> 4149 (Large),0
C,Ship,5,> 4 (Tinggi),1,neutral or dissatisfied,182,2,Seldom,low,M,6,4 - 7 (Medium),4121,1333 - 4149 (Medium),1
F,Road,5,> 4 (Tinggi),1,neutral or dissatisfied,223,3,Seldom,medium,F,4,4 - 7 (Medium),4905,> 4149 (Large),1
D,Road,4,2 - 4 (Rendah),1,neutral or dissatisfied,261,2,Seldom,medium,F,9,> 7 (High),4158,> 4149 (Large),0
F,Road,4,2 - 4 (Rendah),2,neutral or dissatisfied,248,2,Seldom,low,F,10,> 7 (High),5783,> 4149 (Large),0
A,Road,4,2 - 4 (Rendah),5,satisfied,169,4,Often,low,M,5,4 - 7 (Medium),5347,> 4149 (Large),0
B,Road,3,2 - 4 (Rendah),4,satisfied,188,6,Often,medium,F,6,4 - 7 (Medium),4031,1333 - 4149 (Medium),1
C,Road,3,2 - 4 (Rendah),4,satisfied,142,4,Often,medium,M,5,4 - 7 (Medium),4429,> 4149 (Large),0
F,Road,4,2 - 4 (Rendah),1,neutral or dissatisfied,208,2,Seldom,low,F,5,4 - 7 (Medium),5707,> 4149 (Large),1
D,Road,4,2 - 4 (Rendah),5,satisfied,239,2,Seldom,medium,F,1,0 - 3 (Low),4247,> 4149 (Large),0
F,Road,5,> 4 (Tinggi),5,satisfied,218,5,Often,low,M,5,4 - 7 (Medium),4303,> 4149 (Large),1
A,Road,4,2 - 4 (Rendah),1,neutral or dissatisfied,137,3,Seldom,medium,F,3,0 - 3 (Low),4962,> 4149 (Large),1
B,Road,4,2 - 4 (Rendah),4,satisfied,97,6,Often,low,M,4,4 - 7 (Medium),5801,> 4149 (Large),0
C,Road,3,2 - 4 (Rendah),1,neutral or dissatisfied,242,10,Often,high,M,9,> 7 (High),5151,> 4149 (Large),1
F,Road,4,2 - 4 (Rendah),3,neutral or dissatisfied,153,7,Often,medium,F,4,4 - 7 (Medium),4499,> 4149 (Large),1
D,Road,3,2 - 4 (Rendah),3,neutral or dissatisfied,188,5,Often,low,F,6,4 - 7 (Medium),5713,> 4149 (Large),0
F,Road,4,2 - 4 (Rendah),1,neutral or dissatisfied,272,2,Seldom,low,F,8,> 7 (High),5328,> 4149 (Large),1
A,Road,2,2 - 4 (Rendah),2,neutral or dissatisfied,165,3,Seldom,medium,F,10,> 7 (High),4080,1333 - 4149 (Medium),1
B,Road,4,2 - 4 (Rendah),4,satisfied,218,2,Seldom,medium,F,3,0 - 3 (Low),5692,> 4149 (Large),1
C,Road,4,2 - 4 (Rendah),3,neutral or dissatisfied,153,4,Often,low,M,4,4 - 7 (Medium),5161,> 4149 (Large),0
F,Road,6,> 4 (Tinggi),1,neutral or dissatisfied,250,2,Seldom,medium,M,4,4 - 7 (Medium),4016,1333 - 4149 (Medium),0
D,Road,4,2 - 4 (Rendah),1,neutral or dissatisfied,204,8,Often,low,F,7,4 - 7 (Medium),5359,> 4149 (Large),0
F,Road,4,2 - 4 (Rendah),1,neutral or dissatisfied,154,10,Often,high,M,10,> 7 (High),5674,> 4149 (Large),1
A,Road,4,2 - 4 (Rendah),2,neutral or dissatisfied,233,7,Often,medium,F,5,4 - 7 (Medium),5361,> 4149 (Large),0
B,Flight,4,2 - 4 (Rendah),3,neutral or dissatisfied,225,8,Often,low,M,8,> 7 (High),4718,> 4149 (Large),1
C,Flight,4,2 - 4 (Rendah),4,satisfied,269,10,Often,high,F,3,0 - 3 (Low),4488,> 4149 (Large),0
F,Flight,4,2 - 4 (Rendah),5,satisfied,173,4,Often,low,M,7,4 - 7 (Medium),4978,> 4149 (Large),1
D,Flight,4,2 - 4 (Rendah),1,neutral or dissatisfied,145,3,Seldom,low,M,8,> 7 (High),5127,> 4149 (Large),0
F,Flight,4,2 - 4 (Rendah),4,satisfied,242,2,Seldom,medium,M,6,4 - 7 (Medium),5866,> 4149 (Large),0
A,Flight,3,2 - 4 (Rendah),5,satisfied,255,7,Often,medium,M,8,> 7 (High),4091,1333 - 4149 (Medium),1
B,Flight,4,2 - 4 (Rendah),1,neutral or dissatisfied,254,7,Often,low,M,5,4 - 7 (Medium),4104,1333 - 4149 (Medium),1
C,Flight,4,2 - 4 (Rendah),3,neutral or dissatisfied,150,3,Seldom,high,F,2,0 - 3 (Low),4383,> 4149 (Large),0
F,Flight,4,2 - 4 (Rendah),2,neutral or dissatisfied,201,8,Often,medium,F,6,4 - 7 (Medium),5128,> 4149 (Large),0
D,Flight,5,> 4 (Tinggi),2,neutral or dissatisfied,262,5,Often,low,M,5,4 - 7 (Medium),1751,1333 - 4149 (Medium),0
F,Flight,6,> 4 (Tinggi),4,satisfied,306,4,Often,low,F,8,> 7 (High),1465,1333 - 4149 (Medium),0
A,Flight,6,> 4 (Tinggi),5,satisfied,276,4,Often,low,M,9,> 7 (High),1319,0 - 1332 (Small),0
B,Flight,3,2 - 4 (Rendah),2,neutral or dissatisfied,183,5,Often,low,M,3,0 - 3 (Low),1336,1333 - 4149 (Medium),1
C,Flight,5,> 4 (Tinggi),1,neutral or dissatisfied,239,5,Often,low,F,7,4 - 7 (Medium),1859,1333 - 4149 (Medium),1
F,Flight,7,> 4 (Tinggi),3,neutral or dissatisfied,285,4,Often,low,M,10,> 7 (High),1935,1333 - 4149 (Medium),1
D,Flight,5,> 4 (Tinggi),5,satisfied,229,6,Often,low,F,6,4 - 7 (Medium),1857,1333 - 4149 (Medium),0
F,Flight,7,> 4 (Tinggi),5,satisfied,308,5,Often,medium,M,6,4 - 7 (Medium),1154,0 - 1332 (Small),0
A,Flight,6,> 4 (Tinggi),2,neutral or dissatisfied,293,4,Often,low,F,7,4 - 7 (Medium),1477,1333 - 4149 (Medium),0
B,Flight,6,> 4 (Tinggi),4,satisfied,247,4,Often,low,M,7,4 - 7 (Medium),1831,1333 - 4149 (Medium),0
C,Flight,6,> 4 (Tinggi),1,neutral or dissatisfied,260,5,Often,low,F,3,0 - 3 (Low),1434,1333 - 4149 (Medium),0
F,Flight,7,> 4 (Tinggi),1,neutral or dissatisfied,308,4,Often,medium,M,5,4 - 7 (Medium),1705,1333 - 4149 (Medium),0
D,Flight,5,> 4 (Tinggi),3,neutral or dissatisfied,274,6,Often,medium,M,7,4 - 7 (Medium),1293,0 - 1332 (Small),0
F,Ship,5,> 4 (Tinggi),1,neutral or dissatisfied,236,6,Often,low,M,4,4 - 7 (Medium),1123,0 - 1332 (Small),1
A,Ship,7,> 4 (Tinggi),1,neutral or dissatisfied,291,4,Often,medium,F,1,0 - 3 (Low),1796,1333 - 4149 (Medium),0
B,Ship,5,> 4 (Tinggi),4,satisfied,223,3,Seldom,medium,M,7,4 - 7 (Medium),5738,> 4149 (Large),0
C,Ship,4,2 - 4 (Rendah),4,satisfied,261,2,Seldom,medium,M,8,> 7 (High),5006,> 4149 (Large),1
F,Ship,4,2 - 4 (Rendah),1,neutral or dissatisfied,248,2,Seldom,low,F,6,4 - 7 (Medium),5621,> 4149 (Large),0
D,Ship,4,2 - 4 (Rendah),5,satisfied,169,4,Often,low,F,6,4 - 7 (Medium),4213,> 4149 (Large),0
F,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,188,6,Often,medium,F,1,0 - 3 (Low),4856,> 4149 (Large),0
A,Ship,3,2 - 4 (Rendah),1,neutral or dissatisfied,142,4,Often,medium,M,7,4 - 7 (Medium),4780,> 4149 (Large),0
B,Ship,4,2 - 4 (Rendah),1,neutral or dissatisfied,208,2,Seldom,low,M,6,4 - 7 (Medium),5266,> 4149 (Large),0
C,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,239,2,Seldom,medium,F,7,4 - 7 (Medium),5384,> 4149 (Large),0
F,Ship,5,> 4 (Tinggi),3,neutral or dissatisfied,218,5,Often,low,F,9,> 7 (High),4435,> 4149 (Large),1
D,Ship,4,2 - 4 (Rendah),5,satisfied,137,3,Seldom,medium,M,1,0 - 3 (Low),4861,> 4149 (Large),0
F,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,97,6,Often,low,F,4,4 - 7 (Medium),4375,> 4149 (Large),0
A,Ship,3,2 - 4 (Rendah),4,satisfied,242,10,Often,high,M,5,4 - 7 (Medium),4127,1333 - 4149 (Medium),0
B,Ship,4,2 - 4 (Rendah),1,neutral or dissatisfied,153,7,Often,medium,F,4,4 - 7 (Medium),5761,> 4149 (Large),1
C,Ship,3,2 - 4 (Rendah),4,satisfied,188,5,Often,low,F,3,0 - 3 (Low),4835,> 4149 (Large),1
F,Ship,4,2 - 4 (Rendah),4,satisfied,272,2,Seldom,low,M,7,4 - 7 (Medium),4042,1333 - 4149 (Medium),1
D,Ship,2,2 - 4 (Rendah),4,satisfied,165,3,Seldom,medium,M,7,4 - 7 (Medium),5856,> 4149 (Large),0
F,Ship,4,2 - 4 (Rendah),4,satisfied,218,2,Seldom,medium,M,3,0 - 3 (Low),5039,> 4149 (Large),0
A,Ship,4,2 - 4 (Rendah),4,satisfied,153,4,Often,low,M,5,4 - 7 (Medium),5162,> 4149 (Large),0
B,Ship,6,> 4 (Tinggi),3,neutral or dissatisfied,250,2,Seldom,medium,F,1,0 - 3 (Low),4747,> 4149 (Large),0
C,Ship,4,2 - 4 (Rendah),2,neutral or dissatisfied,204,8,Often,low,F,1,0 - 3 (Low),4038,1333 - 4149 (Medium),1
F,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,154,10,Often,high,M,7,4 - 7 (Medium),5317,> 4149 (Large),0
D,Ship,4,2 - 4 (Rendah),1,neutral or dissatisfied,233,7,Often,medium,M,7,4 - 7 (Medium),4272,> 4149 (Large),1
F,Ship,4,2 - 4 (Rendah),2,neutral or dissatisfied,225,8,Often,low,F,8,> 7 (High),5623,> 4149 (Large),0
A,Ship,4,2 - 4 (Rendah),2,neutral or dissatisfied,269,10,Often,high,M,2,0 - 3 (Low),5616,> 4149 (Large),1
B,Ship,4,2 - 4 (Rendah),1,neutral or dissatisfied,173,4,Often,low,F,1,0 - 3 (Low),5789,> 4149 (Large),0
C,Ship,4,2 - 4 (Rendah),3,neutral or dissatisfied,145,3,Seldom,low,F,5,4 - 7 (Medium),5802,> 4149 (Large),1
F,Ship,4,2 - 4 (Rendah),5,satisfied,242,2,Seldom,medium,F,2,0 - 3 (Low),4806,> 4149 (Large),1
D,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,255,7,Often,medium,M,2,0 - 3 (Low),5282,> 4149 (Large),0
F,Ship,4,2 - 4 (Rendah),2,neutral or dissatisfied,254,7,Often,low,F,6,4 - 7 (Medium),5121,> 4149 (Large),0
A,Ship,4,2 - 4 (Rendah),5,satisfied,150,3,Seldom,high,F,10,> 7 (High),5767,> 4149 (Large),1
B,Ship,4,2 - 4 (Rendah),1,neutral or dissatisfied,201,8,Often,medium,M,4,4 - 7 (Medium),4295,> 4149 (Large),0
C,Ship,5,> 4 (Tinggi),3,neutral or dissatisfied,262,5,Often,low,F,8,> 7 (High),1493,1333 - 4149 (Medium),1
F,Ship,6,> 4 (Tinggi),1,neutral or dissatisfied,306,4,Often,low,F,4,4 - 7 (Medium),1449,1333 - 4149 (Medium),1
D,Ship,6,> 4 (Tinggi),4,satisfied,276,4,Often,low,F,2,0 - 3 (Low),1120,0 - 1332 (Small),1
F,Ship,3,2 - 4 (Rendah),2,neutral or dissatisfied,183,5,Often,low,F,2,0 - 3 (Low),1158,0 - 1332 (Small),1
A,Ship,5,> 4 (Tinggi),2,neutral or dissatisfied,239,5,Often,low,M,1,0 - 3 (Low),1518,1333 - 4149 (Medium),1
B,Ship,7,> 4 (Tinggi),2,neutral or dissatisfied,285,4,Often,low,M,2,0 - 3 (Low),1491,1333 - 4149 (Medium),1
C,Ship,5,> 4 (Tinggi),4,satisfied,229,6,Often,low,F,9,> 7 (High),1733,1333 - 4149 (Medium),0
F,Ship,7,> 4 (Tinggi),3,neutral or dissatisfied,308,5,Often,medium,M,10,> 7 (High),1152,0 - 1332 (Small),1
D,Ship,6,> 4 (Tinggi),4,satisfied,293,4,Often,low,F,8,> 7 (High),1145,0 - 1332 (Small),1
F,Ship,6,> 4 (Tinggi),3,neutral or dissatisfied,247,4,Often,low,F,6,4 - 7 (Medium),1537,1333 - 4149 (Medium),0
A,Ship,6,> 4 (Tinggi),3,neutral or dissatisfied,260,5,Often,low,M,8,> 7 (High),1324,0 - 1332 (Small),1
B,Ship,7,> 4 (Tinggi),1,neutral or dissatisfied,308,4,Often,medium,M,7,4 - 7 (Medium),1841,1333 - 4149 (Medium),1
C,Ship,6,> 4 (Tinggi),2,neutral or dissatisfied,282,4,Often,low,M,1,0 - 3 (Low),1857,1333 - 4149 (Medium),1
F,Ship,6,> 4 (Tinggi),4,satisfied,268,4,Often,medium,F,3,0 - 3 (Low),1586,1333 - 4149 (Medium),0
D,Ship,5,> 4 (Tinggi),3,neutral or dissatisfied,238,5,Often,high,M,7,4 - 7 (Medium),1848,1333 - 4149 (Medium),0
F,Ship,5,> 4 (Tinggi),3,neutral or dissatisfied,254,6,Often,low,M,7,4 - 7 (Medium),1064,0 - 1332 (Small),0
A,Ship,5,> 4 (Tinggi),3,neutral or dissatisfied,252,5,Often,low,M,3,0 - 3 (Low),1474,1333 - 4149 (Medium),0
B,Ship,6,> 4 (Tinggi),4,satisfied,254,4,Often,low,M,9,> 7 (High),1594,1333 - 4149 (Medium),0
C,Ship,4,2 - 4 (Rendah),1,neutral or dissatisfied,263,5,Often,low,M,8,> 7 (High),1426,1333 - 4149 (Medium),1
F,Ship,5,> 4 (Tinggi),4,satisfied,256,5,Often,low,M,6,4 - 7 (Medium),1551,1333 - 4149 (Medium),0
D,Ship,6,> 4 (Tinggi),5,satisfied,264,4,Often,medium,M,8,> 7 (High),1755,1333 - 4149 (Medium),0
F,Ship,4,2 - 4 (Rendah),5,satisfied,237,5,Often,low,M,2,0 - 3 (Low),1357,1333 - 4149 (Medium),1
A,Ship,4,2 - 4 (Rendah),1,neutral or dissatisfied,226,5,Often,medium,M,6,4 - 7 (Medium),1510,1333 - 4149 (Medium),1
B,Ship,7,> 4 (Tinggi),5,satisfied,289,4,Often,low,M,3,0 - 3 (Low),1656,1333 - 4149 (Medium),1
C,Ship,7,> 4 (Tinggi),4,satisfied,281,4,Often,low,M,9,> 7 (High),1970,1333 - 4149 (Medium),0
F,Ship,5,> 4 (Tinggi),1,neutral or dissatisfied,258,5,Often,low,F,4,4 - 7 (Medium),1032,0 - 1332 (Small),0
D,Ship,6,> 4 (Tinggi),2,neutral or dissatisfied,263,4,Often,low,F,8,> 7 (High),1635,1333 - 4149 (Medium),0
F,Ship,5,> 4 (Tinggi),3,neutral or dissatisfied,245,5,Often,low,F,2,0 - 3 (Low),1937,1333 - 4149 (Medium),0
A,Ship,7,> 4 (Tinggi),3,neutral or dissatisfied,296,4,Often,medium,M,8,> 7 (High),1826,1333 - 4149 (Medium),1
B,Ship,7,> 4 (Tinggi),3,neutral or dissatisfied,286,4,Often,low,F,5,4 - 7 (Medium),1866,1333 - 4149 (Medium),1
C,Ship,6,> 4 (Tinggi),3,neutral or dissatisfied,252,2,Seldom,low,M,1,0 - 3 (Low),1756,1333 - 4149 (Medium),0
F,Ship,6,> 4 (Tinggi),5,satisfied,301,4,Often,low,F,7,4 - 7 (Medium),1393,1333 - 4149 (Medium),1
D,Ship,7,> 4 (Tinggi),1,neutral or dissatisfied,290,4,Often,low,M,4,4 - 7 (Medium),1488,1333 - 4149 (Medium),0
F,Ship,7,> 4 (Tinggi),1,neutral or dissatisfied,247,4,Often,medium,M,6,4 - 7 (Medium),1297,0 - 1332 (Small),1
A,Ship,5,> 4 (Tinggi),5,satisfied,238,6,Often,low,F,3,0 - 3 (Low),1965,1333 - 4149 (Medium),1
B,Ship,5,> 4 (Tinggi),2,neutral or dissatisfied,263,5,Often,medium,F,10,> 7 (High),1059,0 - 1332 (Small),0
C,Ship,5,> 4 (Tinggi),2,neutral or dissatisfied,263,4,Often,low,M,3,0 - 3 (Low),1740,1333 - 4149 (Medium),1
F,Ship,5,> 4 (Tinggi),2,neutral or dissatisfied,248,5,Often,low,F,3,0 - 3 (Low),1046,0 - 1332 (Small),1
D,Ship,7,> 4 (Tinggi),2,neutral or dissatisfied,289,5,Often,low,M,1,0 - 3 (Low),1178,0 - 1332 (Small),0
F,Ship,4,2 - 4 (Rendah),4,satisfied,256,5,Often,high,M,1,0 - 3 (Low),1927,1333 - 4149 (Medium),1
A,Ship,6,> 4 (Tinggi),2,neutral or dissatisfied,287,4,Often,low,F,7,4 - 7 (Medium),1837,1333 - 4149 (Medium),1
B,Ship,4,2 - 4 (Rendah),2,neutral or dissatisfied,250,5,Often,medium,M,10,> 7 (High),1026,0 - 1332 (Small),1
C,Ship,7,> 4 (Tinggi),3,neutral or dissatisfied,301,4,Often,medium,M,1,0 - 3 (Low),1966,1333 - 4149 (Medium),1
F,Ship,4,2 - 4 (Rendah),1,neutral or dissatisfied,245,5,Often,low,F,3,0 - 3 (Low),1537,1333 - 4149 (Medium),0
